sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000001	346095	272479	78.7295	272279	99.9266	272277	99.9993	200	0.0734	272477	99.9993	228	0.0837	226	99.1228	39	17.1053	18	7.8947	167	73.2456	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000002	198810	151260	76.0827	150972	99.8096	150972	100.0000	288	0.1904	151260	100.0000	291	0.1924	291	100.0000	6	2.0619	4	1.3746	280	96.2199	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000003	152040	123548	81.2602	123293	99.7936	123293	100.0000	255	0.2064	123548	100.0000	257	0.2080	257	100.0000	8	3.1128	6	2.3346	240	93.3852	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000004	139330	82650	59.3196	82532	99.8572	82527	99.9939	118	0.1428	82645	99.9940	439	0.5312	434	98.8610	321	73.1207	21	4.7836	55	12.5285	14520	0.0000	0	0.0000	0.8958
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000005	107791	64797	60.1136	64657	99.7839	64643	99.9783	140	0.2161	64782	99.9769	291	0.4491	276	94.8454	138	47.4227	12	4.1237	106	36.4261	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000006	88576	74097	83.6536	73988	99.8529	73988	100.0000	109	0.1471	74097	100.0000	112	0.1512	112	100.0000	16	14.2857	21	18.7500	75	66.9643	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000007	85683	74454	86.8947	74381	99.9020	74381	100.0000	73	0.0980	74454	100.0000	77	0.1034	77	100.0000	4	5.1948	0	0.0000	72	93.5065	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000008	77151	34672	44.9404	34578	99.7289	34575	99.9913	94	0.2711	34669	99.9913	147	0.4240	144	97.9592	68	46.2585	5	3.4014	63	42.8571	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000009	76464	59797	78.2028	59761	99.9398	59761	100.0000	36	0.0602	59797	100.0000	54	0.0903	54	100.0000	29	53.7037	9	16.6667	16	29.6296	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000010	60027	45292	75.4527	45207	99.8123	45207	100.0000	85	0.1877	45292	100.0000	87	0.1921	87	100.0000	3	3.4483	1	1.1494	83	95.4023	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000011	59861	49435	82.5830	49321	99.7694	49321	100.0000	114	0.2306	49435	100.0000	119	0.2407	119	100.0000	5	4.2017	14	11.7647	97	81.5126	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000012	49199	20136	40.9277	20102	99.8311	20091	99.9453	34	0.1689	20125	99.9454	203	1.0081	192	94.5813	158	77.8325	14	6.8966	9	4.4335	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000013	48716	30339	62.2773	30281	99.8088	30281	100.0000	58	0.1912	30339	100.0000	67	0.2208	67	100.0000	9	13.4328	0	0.0000	58	86.5672	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000014	46832	37379	79.8151	37227	99.5934	37227	100.0000	152	0.4066	37379	100.0000	154	0.4120	154	100.0000	4	2.5974	5	3.2468	141	91.5584	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000015	46688	27938	59.8398	27895	99.8461	27893	99.9928	43	0.1539	27936	99.9928	76	0.2720	74	97.3684	31	40.7895	2	2.6316	42	55.2632	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000016	45286	36036	79.5743	35978	99.8390	35978	100.0000	58	0.1610	36036	100.0000	59	0.1637	59	100.0000	1	1.6949	1	1.6949	57	96.6102	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000017	44768	37583	83.9506	37563	99.9468	37563	100.0000	20	0.0532	37583	100.0000	25	0.0665	25	100.0000	6	24.0000	1	4.0000	18	72.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000018	43787	21415	48.9072	21354	99.7152	21343	99.9485	61	0.2848	21404	99.9486	89	0.4156	78	87.6404	19	21.3483	6	6.7416	57	64.0449	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000019	42369	33370	78.7604	33269	99.6973	33269	100.0000	101	0.3027	33370	100.0000	102	0.3057	102	100.0000	2	1.9608	19	18.6275	80	78.4314	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000020	41812	38257	91.4977	38093	99.5713	38093	100.0000	164	0.4287	38256	99.9974	169	0.4417	168	99.4083	14	8.2840	3	1.7751	142	84.0237	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000021	40532	24828	61.2553	24825	99.9879	24824	99.9960	3	0.0121	24827	99.9960	38	0.1531	37	97.3684	34	89.4737	3	7.8947	1	2.6316	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000022	40133	31236	77.8312	31233	99.9904	31233	100.0000	3	0.0096	31236	100.0000	4	0.0128	4	100.0000	1	25.0000	1	25.0000	2	50.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000023	36114	30651	84.8729	30644	99.9772	30644	100.0000	7	0.0228	30651	100.0000	8	0.0261	8	100.0000	1	12.5000	1	12.5000	5	62.5000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000024	25115	22050	87.7961	22003	99.7868	22003	100.0000	47	0.2132	22050	100.0000	48	0.2177	48	100.0000	1	2.0833	0	0.0000	47	97.9167	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000025	24809	21013	84.6991	20961	99.7525	20961	100.0000	52	0.2475	21013	100.0000	54	0.2570	54	100.0000	2	3.7037	0	0.0000	52	96.2963	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000026	19767	14392	72.8082	14391	99.9931	14391	100.0000	1	0.0069	14392	100.0000	2	0.0139	2	100.0000	1	50.0000	0	0.0000	1	50.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000027	18794	17071	90.8322	17071	100.0000	17071	100.0000	0	0.0000	17071	100.0000	2	0.0117	2	100.0000	2	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000028	17812	9671	54.2949	9646	99.7415	9646	100.0000	25	0.2585	9671	100.0000	25	0.2585	25	100.0000	0	0.0000	1	4.0000	24	96.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000029	17766	13589	76.4888	13578	99.9191	13578	100.0000	11	0.0809	13589	100.0000	11	0.0809	11	100.0000	7	63.6364	1	9.0909	3	27.2727	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000030	12203	9878	80.9473	9878	100.0000	9878	100.0000	0	0.0000	9878	100.0000	2	0.0202	2	100.0000	2	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000031	10176	9157	89.9862	9147	99.8908	9147	100.0000	10	0.1092	9157	100.0000	12	0.1310	12	100.0000	2	16.6667	0	0.0000	10	83.3333	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000032	7598	6352	83.6009	6345	99.8898	6345	100.0000	7	0.1102	6352	100.0000	7	0.1102	7	100.0000	0	0.0000	0	0.0000	7	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000033	6179	2466	39.9094	2459	99.7161	2459	100.0000	7	0.2839	2466	100.0000	12	0.4866	12	100.0000	5	41.6667	1	8.3333	4	33.3333	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000034	5934	5514	92.9221	5459	99.0025	5459	100.0000	55	0.9975	5514	100.0000	56	1.0156	56	100.0000	1	1.7857	1	1.7857	54	96.4286	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000035	4119	3077	74.7026	3074	99.9025	3074	100.0000	3	0.0975	3077	100.0000	3	0.0975	3	100.0000	0	0.0000	0	0.0000	3	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000036	2475	1841	74.3838	1836	99.7284	1836	100.0000	5	0.2716	1841	100.0000	5	0.2716	5	100.0000	1	20.0000	1	20.0000	3	60.0000	0	0.0000	0	0.0000	1.0000
