sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000020225.1_ASM2022v1_genomic	NC_010655.1	2664102	2499872	93.8354	2499389	99.9807	2499341	99.9981	483	0.0193	2499823	99.9980	24719	0.9888	24670	99.8018	24461	98.9563	52	0.2104	72	0.2913	46327	100.0000	46286	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264540.1	520808	409030	78.5376	408871	99.9611	408055	99.8004	159	0.0389	408213	99.8003	7493	1.8319	6676	89.0965	6624	88.4025	415	5.5385	420	5.6052	86882	100.0000	86856	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264527.1	440706	376045	85.3279	375961	99.9777	375200	99.7976	84	0.0223	375284	99.7976	6786	1.8046	6025	88.7857	5972	88.0047	410	6.0419	390	5.7471	50073	100.0000	50069	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264542.1	436963	391022	89.4863	390939	99.9788	390126	99.7920	83	0.0212	390209	99.7921	6544	1.6736	5731	87.5764	5696	87.0416	409	6.2500	431	6.5862	31794	100.0000	32908	100.0000	0.9972
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264546.1	427689	380549	88.9780	380438	99.9708	379668	99.7976	111	0.0292	379779	99.7977	6440	1.6923	5670	88.0435	5615	87.1894	386	5.9938	414	6.4286	23083	100.0000	22997	100.0000	0.9998
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264541.1	376564	320103	85.0063	320016	99.9728	319407	99.8097	87	0.0272	319493	99.8094	6409	2.0022	5799	90.4821	5758	89.8424	307	4.7901	336	5.2426	36263	100.0000	36263	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264461.1	333494	297200	89.1170	297074	99.9576	296471	99.7970	126	0.0424	296597	99.7971	5495	1.8489	4892	89.0264	4861	88.4622	313	5.6961	313	5.6961	19606	100.0000	19566	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264518.1	301687	228615	75.7789	228288	99.8570	227844	99.8055	327	0.1430	228171	99.8058	3964	1.7339	3520	88.7992	3334	84.1070	347	8.7538	277	6.9879	36770	100.0000	36765	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264475.1	283185	216106	76.3127	215998	99.9500	215602	99.8167	108	0.0500	215710	99.8168	4680	2.1656	4284	91.5385	4248	90.7692	215	4.5940	199	4.2521	36970	100.0000	36941	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264476.1	167914	148375	88.3637	148357	99.9879	148064	99.8025	18	0.0121	148082	99.8025	2127	1.4335	1834	86.2247	1822	85.6606	156	7.3343	146	6.8641	6799	100.0000	6813	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264492.1	163393	142262	87.0674	142257	99.9965	141970	99.7983	5	0.0035	141975	99.7983	2986	2.0989	2699	90.3885	2695	90.2545	152	5.0904	136	4.5546	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264550.1	143270	82918	57.8753	82864	99.9349	82699	99.8009	54	0.0651	82753	99.8010	1808	2.1805	1643	90.8739	1612	89.1593	80	4.4248	100	5.5310	59646	100.0000	59645	100.0000	1.0000
