sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000020225.1_ASM2022v1_genomic	NC_010655.1	2664102	2498143	93.7705	2497577	99.9773	2488953	99.6547	566	0.0227	2489519	99.6548	33016	1.3216	24392	73.8793	24123	73.0646	4335	13.1300	4454	13.4904	46629	100.0000	46640	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264540.1	520808	408362	78.4093	408179	99.9552	408143	99.9912	183	0.0448	408326	99.9912	6675	1.6346	6639	99.4607	6541	97.9925	26	0.3895	31	0.4644	86887	100.0000	81400	100.0000	0.9875
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264527.1	440706	375812	85.2750	375729	99.9779	375686	99.9886	83	0.0221	375769	99.9886	6051	1.6101	6008	99.2894	5957	98.4465	28	0.4627	33	0.5454	50082	100.0000	50053	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264542.1	436963	390837	89.4440	390759	99.9800	390721	99.9903	78	0.0200	390799	99.9903	5735	1.4674	5697	99.3374	5653	98.5702	26	0.4534	25	0.4359	32914	100.0000	32908	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264546.1	427689	380304	88.9207	380182	99.9679	380145	99.9903	122	0.0321	380267	99.9903	5672	1.4914	5635	99.3477	5579	98.3604	21	0.3702	35	0.6171	23039	100.0000	23002	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264541.1	376564	319812	84.9290	319724	99.9725	319693	99.9903	88	0.0275	319781	99.9903	5806	1.8154	5775	99.4661	5727	98.6393	17	0.2928	36	0.6200	36328	100.0000	36265	100.0000	0.9998
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264461.1	333494	296543	88.9200	296394	99.9498	296370	99.9919	149	0.0502	296519	99.9919	4892	1.6497	4868	99.5094	4796	98.0376	29	0.5928	28	0.5724	19601	71.2158	13635	100.0000	0.9813
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264518.1	301687	208982	69.2711	208909	99.9651	208888	99.9899	73	0.0349	208961	99.9900	3249	1.5547	3228	99.3536	3197	98.3995	15	0.4617	29	0.8926	36787	100.0000	36751	100.0000	0.9998
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264475.1	283185	215611	76.1379	215521	99.9583	215489	99.9852	90	0.0417	215579	99.9852	4269	1.9800	4237	99.2504	4194	98.2431	18	0.4216	27	0.6325	36944	100.0000	34356	100.0000	0.9896
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264476.1	167914	148314	88.3274	148299	99.9899	148283	99.9892	15	0.0101	148298	99.9892	1774	1.1961	1758	99.0981	1745	98.3653	10	0.5637	12	0.6764	6810	100.0000	6809	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264492.1	163393	142261	87.0668	142253	99.9944	142235	99.9873	8	0.0056	142243	99.9873	2727	1.9169	2709	99.3399	2701	99.0466	11	0.4034	9	0.3300	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264550.1	143270	82834	57.8167	82706	99.8455	82698	99.9903	128	0.1545	82825	99.9891	1702	2.0547	1693	99.4712	1589	93.3608	53	3.1140	50	2.9377	59651	37.3791	22297	100.0000	0.6912
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264524.1	137546	176	0.1280	175	99.4318	175	100.0000	1	0.5682	176	100.0000	17	9.6591	17	100.0000	16	94.1176	0	0.0000	1	5.8824	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264545.1	136179	116207	85.3340	116177	99.9742	116162	99.9871	30	0.0258	116192	99.9871	1661	1.4293	1646	99.0969	1628	98.0132	10	0.6020	13	0.7827	12752	100.0000	12744	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264494.1	123266	90854	73.7056	90839	99.9835	90832	99.9923	15	0.0165	90847	99.9923	1648	1.8139	1641	99.5752	1632	99.0291	5	0.3034	7	0.4248	31125	100.0000	31124	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264460.1	78267	73951	94.4855	73902	99.9337	73897	99.9932	49	0.0663	73946	99.9932	1167	1.5781	1162	99.5716	1152	98.7147	3	0.2571	4	0.3428	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264544.1	75037	59221	78.9224	59086	99.7720	59080	99.9898	135	0.2280	59215	99.9899	906	1.5299	900	99.3377	859	94.8124	6	0.6623	10	1.1038	13361	100.0000	13291	100.0000	0.9989
