sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000020225.1_ASM2022v1_genomic	NC_010655.1	2664102	2490626	93.4884	2490104	99.9790	2489668	99.9825	522	0.0210	2490190	99.9825	24448	0.9816	24012	98.2166	23611	96.5764	315	1.2884	305	1.2475	46782	100.0000	46289	100.0000	0.9998
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264540.1	520808	409205	78.5712	409026	99.9563	408229	99.8051	179	0.0437	408408	99.8052	7509	1.8350	6712	89.3861	6648	88.5338	425	5.6599	405	5.3935	86861	100.0000	86872	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264527.1	440706	375951	85.3065	375859	99.9755	375102	99.7986	92	0.0245	375194	99.7986	6759	1.7978	6002	88.8001	5943	87.9272	418	6.1843	367	5.4298	50067	100.0000	50074	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264542.1	436963	390776	89.4300	390701	99.9808	389911	99.7978	75	0.0192	389986	99.7978	6458	1.6526	5668	87.7671	5636	87.2716	421	6.5190	390	6.0390	31777	100.0000	32930	100.0000	0.9971
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264546.1	427689	380719	89.0177	380610	99.9714	379824	99.7935	109	0.0286	379933	99.7935	6464	1.6978	5678	87.8403	5619	86.9276	394	6.0953	435	6.7296	22999	100.0000	23037	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264541.1	376564	320193	85.0302	320103	99.9719	319477	99.8044	90	0.0281	319566	99.8042	6430	2.0082	5803	90.2488	5755	89.5023	341	5.3033	318	4.9456	36274	100.0000	36264	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264461.1	333494	296849	89.0118	296728	99.9592	296115	99.7934	121	0.0408	296236	99.7935	5469	1.8424	4856	88.7914	4832	88.3525	306	5.5952	325	5.9426	19565	100.0000	19600	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264518.1	301687	250380	82.9933	249029	99.4604	248564	99.8133	1351	0.5396	249913	99.8135	5014	2.0026	4547	90.6861	4044	80.6542	493	9.8325	484	9.6530	36773	100.0000	36786	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264475.1	283185	216285	76.3759	216183	99.9528	215755	99.8020	102	0.0472	215857	99.8021	4752	2.1971	4324	90.9933	4266	89.7727	234	4.9242	225	4.7348	36943	100.0000	36965	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264476.1	167914	148257	88.2934	148245	99.9919	147940	99.7943	12	0.0081	147952	99.7943	2064	1.3922	1759	85.2229	1755	85.0291	165	7.9942	143	6.9283	6810	100.0000	6809	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264492.1	163393	142387	87.1439	142372	99.9895	142082	99.7963	15	0.0105	142097	99.7963	3003	2.1090	2713	90.3430	2701	89.9434	154	5.1282	150	4.9950	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264550.1	143270	82758	57.7637	82715	99.9480	82541	99.7896	43	0.0520	82584	99.7897	1798	2.1726	1624	90.3226	1595	88.7097	89	4.9499	90	5.0056	59645	100.0000	59665	100.0000	0.9998
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264524.1	137546	485	0.3526	485	100.0000	483	99.5876	0	0.0000	483	99.5876	56	11.5464	54	96.4286	54	96.4286	1	1.7857	1	1.7857	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264545.1	136179	116280	85.3876	116252	99.9759	116032	99.8108	28	0.0241	116060	99.8108	1863	1.6022	1643	88.1911	1635	87.7617	116	6.2265	109	5.8508	12743	100.0000	12748	100.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264494.1	123266	90851	73.7032	90841	99.9890	90673	99.8151	10	0.0110	90683	99.8151	1802	1.9835	1634	90.6770	1630	90.4550	92	5.1054	82	4.5505	31121	100.0000	31133	100.0000	0.9999
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264460.1	78267	73952	94.4868	73904	99.9351	73743	99.7821	48	0.0649	73791	99.7823	1317	1.7809	1156	87.7752	1145	86.9400	81	6.1503	86	6.5300	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264544.1	75037	59278	78.9984	59129	99.7486	59007	99.7937	149	0.2514	59156	99.7942	1033	1.7426	911	88.1897	870	84.2207	66	6.3892	75	7.2604	13283	100.0000	13890	100.0000	0.9902
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264465.1	54303	48018	88.4261	48016	99.9958	47920	99.8001	2	0.0042	47922	99.8001	639	1.3308	543	84.9765	541	84.6635	40	6.2598	57	8.9202	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264543.1	53414	7	0.0131	7	100.0000	7	100.0000	0	0.0000	7	100.0000	1	14.2857	1	100.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264517.1	32768	32545	99.3195	32542	99.9908	32486	99.8279	3	0.0092	32489	99.8279	396	1.2168	340	85.8586	340	85.8586	23	5.8081	36	9.0909	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264519.1	27406	25875	94.4136	25871	99.9845	25805	99.7449	4	0.0155	25809	99.7449	1106	4.2744	1040	94.0325	1036	93.6709	35	3.1646	33	2.9837	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264520.1	12256	8	0.0653	8	100.0000	8	100.0000	0	0.0000	8	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264522.1	11053	7724	69.8815	7716	99.8964	7702	99.8186	8	0.1036	7710	99.8187	77	0.9969	63	81.8182	62	80.5195	7	9.0909	8	10.3896	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154105.1_ASM15410v1_genomic	NZ_DS264471.1	8977	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
