sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362249.1	513255	389267	75.8428	389134	99.9658	389128	99.9985	133	0.0342	389261	99.9985	5274	1.3549	5268	99.8862	5167	97.9712	51	0.9670	8	0.1517	103298	100.0000	102976	100.0000	0.9988
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362248.1	487318	339155	69.5962	338992	99.9519	338988	99.9988	163	0.0481	339151	99.9988	4225	1.2457	4221	99.9053	4121	97.5385	56	1.3254	7	0.1657	119767	93.2711	111362	100.0000	0.9776
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362220.1	405163	315164	77.7870	315065	99.9686	315062	99.9990	99	0.0314	315161	99.9990	3761	1.1933	3758	99.9202	3672	97.6336	67	1.7814	4	0.1064	78369	100.0000	78297	100.0000	0.9997
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362247.1	401984	292902	72.8641	292312	99.7986	292222	99.9692	590	0.2014	292810	99.9686	3201	1.0929	3109	97.1259	2610	81.5370	434	13.5583	111	3.4677	88853	100.0000	88728	100.0000	0.9994
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362246.1	308458	200286	64.9314	200214	99.9641	200212	99.9990	72	0.0359	200284	99.9990	2145	1.0710	2143	99.9068	2103	98.0420	7	0.3263	5	0.2331	93881	100.0000	93775	100.0000	0.9994
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362244.1	287799	203770	70.8029	203618	99.9254	203616	99.9990	152	0.0746	203768	99.9990	2800	1.3741	2798	99.9286	2701	96.4643	56	2.0000	9	0.3214	71012	100.0000	70859	100.0000	0.9993
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362245.1	275397	157955	57.3554	157789	99.8949	157786	99.9981	166	0.1051	157952	99.9981	1950	1.2345	1947	99.8462	1799	92.2564	142	7.2821	5	0.2564	98302	100.0000	98788	100.0000	0.9969
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362243.1	247236	214489	86.7548	214435	99.9748	214433	99.9991	54	0.0252	214487	99.9991	3045	1.4197	3043	99.9343	3018	99.1133	7	0.2299	4	0.1314	12594	100.0000	12614	100.0000	0.9996
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362242.1	231831	211046	91.0344	209908	99.4608	209856	99.9752	1138	0.5392	210993	99.9749	3458	1.6385	3405	98.4673	2455	70.9948	838	24.2337	55	1.5905	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362240.1	224649	201952	89.8967	201809	99.9292	201807	99.9990	143	0.0708	201950	99.9990	2393	1.1849	2391	99.9164	2282	95.3615	93	3.8863	7	0.2925	13822	100.0000	13745	100.0000	0.9995
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362239.1	219521	170638	77.7320	170630	99.9953	170627	99.9982	8	0.0047	170635	99.9982	2248	1.3174	2245	99.8665	2237	99.5107	8	0.3559	1	0.0445	37058	100.0000	36939	100.0000	0.9993
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362241.1	210193	169119	80.4589	169019	99.9409	169017	99.9988	100	0.0591	169117	99.9988	1676	0.9910	1674	99.8807	1597	95.2864	70	4.1766	3	0.1790	39910	100.0000	39876	100.0000	0.9998
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362238.1	132934	91897	69.1298	91802	99.8966	91799	99.9967	95	0.1034	91894	99.9967	730	0.7944	727	99.5890	633	86.7123	66	9.0411	14	1.9178	5191	100.0000	5512	100.0000	0.9975
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362234.1	108754	107874	99.1908	107851	99.9787	107851	100.0000	23	0.0213	107874	100.0000	780	0.7231	780	100.0000	767	98.3333	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362223.1	98921	78230	79.0833	78186	99.9438	78184	99.9974	44	0.0562	78228	99.9974	1215	1.5531	1213	99.8354	1196	98.4362	4	0.3292	4	0.3292	6785	100.0000	6734	100.0000	0.9994
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362237.1	94025	78482	83.4693	78477	99.9936	78476	99.9987	5	0.0064	78481	99.9987	579	0.7377	578	99.8273	574	99.1364	2	0.3454	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362236.1	89383	206	0.2305	206	100.0000	206	100.0000	0	0.0000	206	100.0000	26	12.6214	26	100.0000	26	100.0000	0	0.0000	0	0.0000	39298	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362235.1	78826	73350	93.0531	73288	99.9155	73287	99.9986	62	0.0845	73349	99.9986	799	1.0893	798	99.8748	783	97.9975	3	0.3755	2	0.2503	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362233.1	76893	69621	90.5427	69620	99.9986	69619	99.9986	1	0.0014	69620	99.9986	754	1.0830	753	99.8674	752	99.7347	0	0.0000	1	0.1326	6491	100.0000	6482	100.0000	0.9999
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362232.1	72790	70721	97.1576	70703	99.9745	70703	100.0000	18	0.0255	70721	100.0000	926	1.3094	926	100.0000	921	99.4600	1	0.1080	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362231.1	43383	39881	91.9277	39878	99.9925	39878	100.0000	3	0.0075	39881	100.0000	393	0.9854	393	100.0000	391	99.4911	0	0.0000	1	0.2545	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362229.1	27248	13	0.0477	13	100.0000	13	100.0000	0	0.0000	13	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362225.1	18137	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	18137	100.0000	18137	100.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362230.1	15396	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	15396	100.0000	15396	100.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362228.1	13291	5561	41.8403	5561	100.0000	5561	100.0000	0	0.0000	5561	100.0000	43	0.7732	43	100.0000	43	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362221.1	9144	2267	24.7922	2267	100.0000	2267	100.0000	0	0.0000	2267	100.0000	4	0.1764	4	100.0000	4	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362224.1	7092	109	1.5369	109	100.0000	109	100.0000	0	0.0000	109	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362218.1	5650	907	16.0531	906	99.8897	906	100.0000	1	0.1103	907	100.0000	2	0.2205	2	100.0000	1	50.0000	1	50.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362222.1	3701	102	2.7560	102	100.0000	102	100.0000	0	0.0000	102	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362227.1	3561	578	16.2314	578	100.0000	578	100.0000	0	0.0000	578	100.0000	13	2.2491	13	100.0000	13	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362219.1	2546	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362217.1	2374	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154205.1_ASM15420v1_genomic	NZ_DS362226.1	2244	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000160055.1_ASM16005v1_genomic	NZ_GG698602.1	1895960	1864663	98.3493	1864663	100.0000	1854932	99.4781	0	0.0000	1854932	99.4781	9731	0.5219	0	0.0000	0	0.0000	4869	50.0360	4862	49.9640	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_002234575.2_ASM223457v2_genomic	NZ_CP022464.2	6570176	6478735	98.6082	6478734	100.0000	6468867	99.8477	1	0.0000	6468868	99.8477	9868	0.1523	1	0.0101	0	0.0000	5030	50.9728	4838	49.0272	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_002234575.2_ASM223457v2_genomic	NZ_CP022465.2	43860	43092	98.2490	43092	100.0000	43045	99.8909	0	0.0000	43045	99.8909	47	0.1091	0	0.0000	0	0.0000	21	44.6809	26	55.3191	0	0.0000	0	0.0000	1.0000
