sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000020225.1_ASM2022v1_genomic	NC_010655.1	2664102	2500834	93.8716	2500310	99.9790	2491565	99.6502	524	0.0210	2492089	99.6503	33416	1.3362	24671	73.8299	24430	73.1087	4476	13.3948	4457	13.3379	46352	100.0000	46288	100.0000	1.0000
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973490.1	2178212	1839639	84.4564	1839362	99.9849	1836819	99.8617	277	0.0151	1837096	99.8618	16682	0.9068	14139	84.7560	14034	84.1266	1276	7.6490	1333	7.9906	229381	100.0000	229615	100.0000	0.9998
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973491.1	1482497	1192816	80.4599	1192413	99.9662	1190802	99.8649	403	0.0338	1191205	99.8649	13396	1.1231	11785	87.9740	11655	87.0036	847	6.3228	864	6.4497	186798	100.0000	191486	96.7543	0.9940
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973492.1	1035593	831140	80.2574	830840	99.9639	829718	99.8650	300	0.0361	830018	99.8650	10075	1.2122	8953	88.8635	8808	87.4243	615	6.1042	625	6.2035	125662	100.0000	125567	100.0000	0.9997
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973495.1	794779	625347	78.6819	625213	99.9786	624317	99.8567	134	0.0214	624451	99.8567	7838	1.2534	6942	88.5685	6893	87.9434	453	5.7795	473	6.0347	127535	100.0000	127356	100.0000	0.9997
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973489.1	627148	495963	79.0823	495939	99.9952	495276	99.8663	24	0.0048	495300	99.8663	4768	0.9614	4105	86.0948	4089	85.7592	328	6.8792	350	7.3406	101251	100.0000	101104	100.0000	0.9996
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973488.1	380082	253590	66.7198	253522	99.9732	253184	99.8667	68	0.0268	253252	99.8667	2779	1.0959	2441	87.8374	2413	86.8298	158	5.6855	207	7.4487	95570	100.0000	95529	100.0000	0.9998
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973486.1	303693	222486	73.2602	222457	99.9870	222158	99.8656	29	0.0130	222187	99.8656	2466	1.1084	2167	87.8751	2162	87.6723	165	6.6910	137	5.5556	61582	100.0000	61584	100.0000	0.9999
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973494.1	7605	5936	78.0539	5936	100.0000	5931	99.9158	0	0.0000	5931	99.9158	162	2.7291	157	96.9136	157	96.9136	3	1.8519	2	1.2346	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973493.1	5084	31	0.6098	31	100.0000	31	100.0000	0	0.0000	31	100.0000	1	3.2258	1	100.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000158035.1_ASM15803v1_genomic	NZ_EQ973487.1	4092	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
