# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_002234575.2_ASM223457v2_genomic --prefix sim_d50_ref_GCF_002234575.2_ASM223457v2_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.3057702987103504,0.0,10078
GCF_000240185.1_ASM24018v2_genomic,0.028053100779921226,0.0,10005
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0,0.0,9955
GCF_002234575.2_ASM223457v2_genomic,0.5617941784484917,0.08048127382224729,50
GCF_003641185.1_ASM364118v1_genomic,0.0,0.0,10004
GCF_009731575.1_ASM973157v1_genomic,0.0,0.0,9973
GCF_009734005.1_ASM973400v2_genomic,0.03422625207047274,0.0,9901
GCF_015560805.1_ASM1556080v1_genomic,0.029686856599568722,0.0,9920
GCF_018292125.1_ASM1829212v1_genomic,0.040469313391195194,0.9195187261777527,10038
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.0,10086
