# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna -d 5 -b 10000 -n 5 -o sim_d5_ref_GCF_009734005.1_ASM973400v2_genomic --prefix sim_d5_ref_GCF_009734005.1_ASM973400v2_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.0,0.01936807912482683,10123
GCF_000240185.1_ASM24018v2_genomic,0.0,0.0,10102
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.7684298969969232,0.12828266898674395,10025
GCF_002234575.2_ASM223457v2_genomic,0.0,0.1244706929206471,10070
GCF_003641185.1_ASM364118v1_genomic,0.012554397150347271,0.0,9955
GCF_009731575.1_ASM973157v1_genomic,0.0395842502838599,0.005911148341749745,10064
GCF_009734005.1_ASM973400v2_genomic,0.17943145556886966,0.11182040272966079,5
GCF_015560805.1_ASM1556080v1_genomic,0.0,0.4083891925746173,10173
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.0,10149
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.20175781532175424,10031
