# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna -d 500 -b 10000 -n 5 -o sim_d500_ref_GCF_009734005.1_ASM973400v2_genomic --prefix sim_d500_ref_GCF_009734005.1_ASM973400v2_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.0,0.0,10055
GCF_000240185.1_ASM24018v2_genomic,0.2573081343042056,0.20843454961776975,9827
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.36967328079105377,0.0,9893
GCF_002234575.2_ASM223457v2_genomic,0.0,0.4804939104286929,10023
GCF_003641185.1_ASM364118v1_genomic,0.0,0.0,9958
GCF_009731575.1_ASM973157v1_genomic,0.0,0.013917999957820237,10025
GCF_009734005.1_ASM973400v2_genomic,0.36875833638705907,0.05588767951366967,500
GCF_015560805.1_ASM1556080v1_genomic,0.0,0.18541091400987317,9854
GCF_018292125.1_ASM1829212v1_genomic,0.004260248517681352,0.0,9742
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.05585494647217435,10018
