# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_003641185.1_ASM364118v1_genomic --prefix sim_d50_ref_GCF_003641185.1_ASM364118v1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.0,0.2398999952238756,9958
GCF_000240185.1_ASM24018v2_genomic,0.16626818101832225,0.01500703864298816,10023
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0,0.0,10062
GCF_002234575.2_ASM223457v2_genomic,0.13971782647547967,0.0,10034
GCF_003641185.1_ASM364118v1_genomic,0.40540209956492446,0.11848150317319822,50
GCF_009731575.1_ASM973157v1_genomic,0.14720824356957427,0.20146403737906057,10180
GCF_009734005.1_ASM973400v2_genomic,0.0,0.0,10018
GCF_015560805.1_ASM1556080v1_genomic,0.14140364937169939,0.0,9920
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.0,9938
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.4251474255808776,10053
