# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_018292125.1_ASM1829212v1_genomic --prefix sim_d50_ref_GCF_018292125.1_ASM1829212v1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.1841251332559739,0.0,9977
GCF_000240185.1_ASM24018v2_genomic,0.0,0.12439986007866698,9944
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0,0.0,10090
GCF_002234575.2_ASM223457v2_genomic,0.06291233723571762,0.0,10103
GCF_003641185.1_ASM364118v1_genomic,0.0,0.0,9976
GCF_009731575.1_ASM973157v1_genomic,0.0,0.0,9903
GCF_009734005.1_ASM973400v2_genomic,0.022829323497789846,0.0,10025
GCF_015560805.1_ASM1556080v1_genomic,0.0,0.6385330915311344,10037
GCF_018292125.1_ASM1829212v1_genomic,0.145731273670589,0.23706704839019868,50
GCF_018292165.1_ASM1829216v1_genomic,0.5844019323399297,0.0,9850
