# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna -d 500 -b 10000 -n 5 -o sim_d500_ref_GCF_009731575.1_ASM973157v1_genomic --prefix sim_d500_ref_GCF_009731575.1_ASM973157v1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.13165148068999932,0.0,9972
GCF_000240185.1_ASM24018v2_genomic,0.0,0.0,9823
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.4360474414643684,0.15022517538312022,9929
GCF_002234575.2_ASM223457v2_genomic,0.0,0.0,10114
GCF_003641185.1_ASM364118v1_genomic,0.21083276200816878,0.4598573549302476,10119
GCF_009731575.1_ASM973157v1_genomic,0.038330816659368945,0.3899174696866322,500
GCF_009734005.1_ASM973400v2_genomic,0.022646634816025336,0.0,9909
GCF_015560805.1_ASM1556080v1_genomic,0.16049086436206902,0.0,9933
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.0,10055
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.0,9925
