# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_000160055.1_ASM16005v1_genomic --prefix sim_d50_ref_GCF_000160055.1_ASM16005v1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.4114819240495808,0.13705043233169356,50
GCF_000240185.1_ASM24018v2_genomic,0.0,0.0,10060
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0,0.0,9922
GCF_002234575.2_ASM223457v2_genomic,0.0,0.0,9975
GCF_003641185.1_ASM364118v1_genomic,0.0,0.461170617751943,10182
GCF_009731575.1_ASM973157v1_genomic,0.18218373416671368,0.0,9766
GCF_009734005.1_ASM973400v2_genomic,0.06100971475061556,0.0,9894
GCF_015560805.1_ASM1556080v1_genomic,0.05387932575315497,0.2928950701388692,10048
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.1088838797774942,10075
GCF_018292165.1_ASM1829216v1_genomic,0.29144530127993495,0.0,10151
