# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_015560805.1_ASM1556080v1_genomic --prefix sim_d50_ref_GCF_015560805.1_ASM1556080v1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.07171178231718059,0.015329653088109577,9842
GCF_000240185.1_ASM24018v2_genomic,0.26495406547240785,0.0,9774
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0,0.0,10075
GCF_002234575.2_ASM223457v2_genomic,0.0,0.2905364300451918,9988
GCF_003641185.1_ASM364118v1_genomic,0.0,0.0,10173
GCF_009731575.1_ASM973157v1_genomic,0.5653712210029016,0.0,9919
GCF_009734005.1_ASM973400v2_genomic,0.0,0.09739092739873054,9834
GCF_015560805.1_ASM1556080v1_genomic,0.03670761259517887,0.24405831980949066,50
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.16570057031570803,9895
GCF_018292165.1_ASM1829216v1_genomic,0.061255318612331,0.1869840993427694,9948
