# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_000240185.1_ASM24018v2_genomic --prefix sim_d50_ref_GCF_000240185.1_ASM24018v2_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.5125708134923952,0.0,9957
GCF_000240185.1_ASM24018v2_genomic,0.014175696555324798,0.01120458580504693,50
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0,0.24292348776903178,10017
GCF_002234575.2_ASM223457v2_genomic,0.0,0.0,9987
GCF_003641185.1_ASM364118v1_genomic,0.0,0.5222906734134496,10139
GCF_009731575.1_ASM973157v1_genomic,0.08697878292866898,0.0,9870
GCF_009734005.1_ASM973400v2_genomic,0.07444789654134687,0.2235812530124717,9951
GCF_015560805.1_ASM1556080v1_genomic,0.3118268104822641,0.0,10023
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.0,10002
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.0,10178
