# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_018292165.1_ASM1829216v1_genomic --prefix sim_d50_ref_GCF_018292165.1_ASM1829216v1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.1523520422125779,0.11864148978139347,9891
GCF_000240185.1_ASM24018v2_genomic,0.0,0.34892231939840523,10034
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.0709127071420281,0.008626614245620683,9876
GCF_002234575.2_ASM223457v2_genomic,0.23073386351019395,0.3424025302076794,10056
GCF_003641185.1_ASM364118v1_genomic,0.15410174346517036,0.0,10044
GCF_009731575.1_ASM973157v1_genomic,0.0,0.0,10084
GCF_009734005.1_ASM973400v2_genomic,0.332452270188773,0.0,10111
GCF_015560805.1_ASM1556080v1_genomic,0.0,0.0,10078
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.0,9967
GCF_018292165.1_ASM1829216v1_genomic,0.059447373481256637,0.18140704636690116,50
