# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./mu_genomes/GCF_000160055.1_ASM16005v1_genomic.fna ./mu_genomes/GCF_000240185.1_ASM24018v2_genomic.fna ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna ./mu_genomes/GCF_002234575.2_ASM223457v2_genomic.fna ./mu_genomes/GCF_003641185.1_ASM364118v1_genomic.fna ./mu_genomes/GCF_009731575.1_ASM973157v1_genomic.fna ./mu_genomes/GCF_009734005.1_ASM973400v2_genomic.fna ./mu_genomes/GCF_015560805.1_ASM1556080v1_genomic.fna ./mu_genomes/GCF_018292125.1_ASM1829212v1_genomic.fna ./mu_genomes/GCF_018292165.1_ASM1829216v1_genomic.fna --tran-genome ./mu_genomes/GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic --prefix sim_d50_ref_GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic
genome,propA,propB,distance
GCF_000160055.1_ASM16005v1_genomic,0.053727470254772376,0.0,9943
GCF_000240185.1_ASM24018v2_genomic,0.24674355658978295,0.0,10058
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic,0.054568844253600285,0.29586723504399154,50
GCF_002234575.2_ASM223457v2_genomic,0.5055802713091061,0.0,10131
GCF_003641185.1_ASM364118v1_genomic,0.0,0.0,9974
GCF_009731575.1_ASM973157v1_genomic,0.032004624333559765,0.0,9852
GCF_009734005.1_ASM973400v2_genomic,0.10737523325917847,0.0,10020
GCF_015560805.1_ASM1556080v1_genomic,0.0,0.1699577125827179,9865
GCF_018292125.1_ASM1829212v1_genomic,0.0,0.04350793240483139,9985
GCF_018292165.1_ASM1829216v1_genomic,0.0,0.49066711996845913,9980
