# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./ref_genomes/6259_5#12.fasta ./ref_genomes/6259_5#13.fasta ./ref_genomes/6259_5#18.fasta ./ref_genomes/6259_5#20.fasta ./ref_genomes/6259_5#24.fasta ./ref_genomes/6259_6#18.fasta ./ref_genomes/6259_6#19.fasta ./ref_genomes/6259_6#1.fasta ./ref_genomes/6259_6#21.fasta ./ref_genomes/6259_6#23.fasta ./ref_genomes/6259_6#4.fasta ./ref_genomes/6259_6#9.fasta ./ref_genomes/6259_7#10.fasta ./ref_genomes/6259_7#12.fasta ./ref_genomes/6259_7#5.fasta ./ref_genomes/6259_7#6.fasta ./ref_genomes/6259_8#10.fasta ./ref_genomes/6259_8#16.fasta ./ref_genomes/6259_8#22.fasta ./ref_genomes/6259_8#4.fasta ./ref_genomes/6593_5#13.fasta ./ref_genomes/6593_5#2.fasta ./ref_genomes/6630_2#21.fasta ./ref_genomes/6630_4#15.fasta ./ref_genomes/6630_4#2.fasta ./ref_genomes/6631_3#20.fasta ./ref_genomes/6631_5#13.fasta ./ref_genomes/6753_1#9.fasta --tran-genome ./ref_genomes/6259_6#1.fasta -d 500 -b 10000 -n 2 -o sim_d500_rep1 --prefix sim_d500_rep1
genome,propA,propB,distance
6259_5#12,0.0,0.0,9854
6259_5#13,0.0,0.0,9974
6259_5#18,0.0,0.0,9844
6259_5#20,0.0,0.0,9918
6259_5#24,0.0,0.0,10085
6259_6#18,0.0,0.015845082443859147,9898
6259_6#19,0.0,0.0,9935
6259_6#1,1.0,0.41073453454955827,500
6259_6#21,0.0,0.0,9771
6259_6#23,0.0,0.0,10173
6259_6#4,0.0,0.0,10067
6259_6#9,0.0,0.0,10167
6259_7#10,0.0,0.0,9894
6259_7#12,0.0,0.0,9880
6259_7#5,0.0,0.0,9950
6259_7#6,0.0,0.5734203830065826,9878
6259_8#10,0.0,0.0,9957
6259_8#16,0.0,0.0,10005
6259_8#22,0.0,0.0,10086
6259_8#4,0.0,0.0,10114
6593_5#13,0.0,0.0,10019
6593_5#2,0.0,0.0,9939
6630_2#21,0.0,0.0,9973
6630_4#15,0.0,0.0,10048
6630_4#2,0.0,0.0,10137
6631_3#20,0.0,0.0,10141
6631_5#13,0.0,0.0,10090
6753_1#9,0.0,0.0,9979
