# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./ref_genomes/6259_5#12.fasta ./ref_genomes/6259_5#13.fasta ./ref_genomes/6259_5#18.fasta ./ref_genomes/6259_5#20.fasta ./ref_genomes/6259_5#24.fasta ./ref_genomes/6259_6#18.fasta ./ref_genomes/6259_6#19.fasta ./ref_genomes/6259_6#1.fasta ./ref_genomes/6259_6#21.fasta ./ref_genomes/6259_6#23.fasta ./ref_genomes/6259_6#4.fasta ./ref_genomes/6259_6#9.fasta ./ref_genomes/6259_7#10.fasta ./ref_genomes/6259_7#12.fasta ./ref_genomes/6259_7#5.fasta ./ref_genomes/6259_7#6.fasta ./ref_genomes/6259_8#10.fasta ./ref_genomes/6259_8#16.fasta ./ref_genomes/6259_8#22.fasta ./ref_genomes/6259_8#4.fasta ./ref_genomes/6593_5#13.fasta ./ref_genomes/6593_5#2.fasta ./ref_genomes/6630_2#21.fasta ./ref_genomes/6630_4#15.fasta ./ref_genomes/6630_4#2.fasta ./ref_genomes/6631_3#20.fasta ./ref_genomes/6631_5#13.fasta ./ref_genomes/6753_1#9.fasta --tran-genome ./ref_genomes/6259_6#1.fasta -d 500 -b 10000 -n 2 -o sim_d500_rep3 --prefix sim_d500_rep3
genome,propA,propB,distance
6259_5#12,0.0,0.0,10123
6259_5#13,0.0,0.0,10040
6259_5#18,0.0,0.0,9941
6259_5#20,0.0,0.0,10017
6259_5#24,0.0,0.0,10060
6259_6#18,0.0,0.0,9962
6259_6#19,0.0,0.0,10128
6259_6#1,0.11130115922527095,1.0,500
6259_6#21,0.0,0.0,10100
6259_6#23,0.0,0.0,9862
6259_6#4,0.0,0.0,10235
6259_6#9,0.0,0.0,10039
6259_7#10,0.888698840774729,0.0,9887
6259_7#12,0.0,0.0,9784
6259_7#5,0.0,0.0,9921
6259_7#6,0.0,0.0,9959
6259_8#10,0.0,0.0,10025
6259_8#16,0.0,0.0,9917
6259_8#22,0.0,0.0,9971
6259_8#4,0.0,0.0,9970
6593_5#13,0.0,0.0,10067
6593_5#2,0.0,0.0,10112
6630_2#21,0.0,0.0,10080
6630_4#15,0.0,0.0,10048
6630_4#2,0.0,0.0,9980
6631_3#20,0.0,0.0,10199
6631_5#13,0.0,0.0,10149
6753_1#9,0.0,0.0,10069
