# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./ref_genomes/6259_5#12.fasta ./ref_genomes/6259_5#13.fasta ./ref_genomes/6259_5#18.fasta ./ref_genomes/6259_5#20.fasta ./ref_genomes/6259_5#24.fasta ./ref_genomes/6259_6#18.fasta ./ref_genomes/6259_6#19.fasta ./ref_genomes/6259_6#1.fasta ./ref_genomes/6259_6#21.fasta ./ref_genomes/6259_6#23.fasta ./ref_genomes/6259_6#4.fasta ./ref_genomes/6259_6#9.fasta ./ref_genomes/6259_7#10.fasta ./ref_genomes/6259_7#12.fasta ./ref_genomes/6259_7#5.fasta ./ref_genomes/6259_7#6.fasta ./ref_genomes/6259_8#10.fasta ./ref_genomes/6259_8#16.fasta ./ref_genomes/6259_8#22.fasta ./ref_genomes/6259_8#4.fasta ./ref_genomes/6593_5#13.fasta ./ref_genomes/6593_5#2.fasta ./ref_genomes/6630_2#21.fasta ./ref_genomes/6630_4#15.fasta ./ref_genomes/6630_4#2.fasta ./ref_genomes/6631_3#20.fasta ./ref_genomes/6631_5#13.fasta ./ref_genomes/6753_1#9.fasta --tran-genome ./ref_genomes/6259_6#1.fasta -d 0 -b 10000 -n 2 -o sim_d0_rep3 --prefix sim_d0_rep3
genome,propA,propB,distance
6259_5#12,0.0,0.1872080359732981,9934
6259_5#13,0.0,0.0,10028
6259_5#18,0.0,0.0,9958
6259_5#20,0.0,0.0,10118
6259_5#24,0.0,0.0,10138
6259_6#18,0.0,0.0,9978
6259_6#19,0.0,0.0,9743
6259_6#1,0.043423081041449596,0.8127919640267018,0
6259_6#21,0.0,0.0,10142
6259_6#23,0.0,0.0,9896
6259_6#4,0.0,0.0,10122
6259_6#9,0.0,0.0,10004
6259_7#10,0.0,0.0,10056
6259_7#12,0.0,0.0,9859
6259_7#5,0.0,0.0,10016
6259_7#6,0.0,0.0,9939
6259_8#10,0.0,0.0,9966
6259_8#16,0.0,0.0,9868
6259_8#22,0.0,0.0,10035
6259_8#4,0.0,0.0,10069
6593_5#13,0.0,0.0,10009
6593_5#2,0.0,0.0,10029
6630_2#21,0.0,0.0,9973
6630_4#15,0.0,0.0,10039
6630_4#2,0.0,0.0,9934
6631_3#20,0.0,0.0,10120
6631_5#13,0.0,0.0,10103
6753_1#9,0.9565769189585503,0.0,9976
