# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./ref_genomes/6259_5#12.fasta ./ref_genomes/6259_5#13.fasta ./ref_genomes/6259_5#18.fasta ./ref_genomes/6259_5#20.fasta ./ref_genomes/6259_5#24.fasta ./ref_genomes/6259_6#18.fasta ./ref_genomes/6259_6#19.fasta ./ref_genomes/6259_6#1.fasta ./ref_genomes/6259_6#21.fasta ./ref_genomes/6259_6#23.fasta ./ref_genomes/6259_6#4.fasta ./ref_genomes/6259_6#9.fasta ./ref_genomes/6259_7#10.fasta ./ref_genomes/6259_7#12.fasta ./ref_genomes/6259_7#5.fasta ./ref_genomes/6259_7#6.fasta ./ref_genomes/6259_8#10.fasta ./ref_genomes/6259_8#16.fasta ./ref_genomes/6259_8#22.fasta ./ref_genomes/6259_8#4.fasta ./ref_genomes/6593_5#13.fasta ./ref_genomes/6593_5#2.fasta ./ref_genomes/6630_2#21.fasta ./ref_genomes/6630_4#15.fasta ./ref_genomes/6630_4#2.fasta ./ref_genomes/6631_3#20.fasta ./ref_genomes/6631_5#13.fasta ./ref_genomes/6753_1#9.fasta --tran-genome ./ref_genomes/6259_6#1.fasta -d 0 -b 10000 -n 2 -o sim_d0_rep1 --prefix sim_d0_rep1
genome,propA,propB,distance
6259_5#12,0.0,0.0,10127
6259_5#13,0.0,0.0,9889
6259_5#18,0.0,0.0,9973
6259_5#20,0.0,0.5910775035363622,9893
6259_5#24,0.0,0.0,9969
6259_6#18,0.0,0.0,9833
6259_6#19,0.0,0.0,9964
6259_6#1,1.0,0.40892249646363776,0
6259_6#21,0.0,0.0,10291
6259_6#23,0.0,0.0,9957
6259_6#4,0.0,0.0,10084
6259_6#9,0.0,0.0,9968
6259_7#10,0.0,0.0,10156
6259_7#12,0.0,0.0,9900
6259_7#5,0.0,0.0,10137
6259_7#6,0.0,0.0,10026
6259_8#10,0.0,0.0,9984
6259_8#16,0.0,0.0,10020
6259_8#22,0.0,0.0,10091
6259_8#4,0.0,0.0,10107
6593_5#13,0.0,0.0,10115
6593_5#2,0.0,0.0,10104
6630_2#21,0.0,0.0,10045
6630_4#15,0.0,0.0,10000
6630_4#2,0.0,0.0,9894
6631_3#20,0.0,0.0,9843
6631_5#13,0.0,0.0,9868
6753_1#9,0.0,0.0,9878
