# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./ref_genomes/6259_5#12.fasta ./ref_genomes/6259_5#13.fasta ./ref_genomes/6259_5#18.fasta ./ref_genomes/6259_5#20.fasta ./ref_genomes/6259_5#24.fasta ./ref_genomes/6259_6#18.fasta ./ref_genomes/6259_6#19.fasta ./ref_genomes/6259_6#1.fasta ./ref_genomes/6259_6#21.fasta ./ref_genomes/6259_6#23.fasta ./ref_genomes/6259_6#4.fasta ./ref_genomes/6259_6#9.fasta ./ref_genomes/6259_7#10.fasta ./ref_genomes/6259_7#12.fasta ./ref_genomes/6259_7#5.fasta ./ref_genomes/6259_7#6.fasta ./ref_genomes/6259_8#10.fasta ./ref_genomes/6259_8#16.fasta ./ref_genomes/6259_8#22.fasta ./ref_genomes/6259_8#4.fasta ./ref_genomes/6593_5#13.fasta ./ref_genomes/6593_5#2.fasta ./ref_genomes/6630_2#21.fasta ./ref_genomes/6630_4#15.fasta ./ref_genomes/6630_4#2.fasta ./ref_genomes/6631_3#20.fasta ./ref_genomes/6631_5#13.fasta ./ref_genomes/6753_1#9.fasta --tran-genome ./ref_genomes/6259_6#1.fasta -d 50 -b 10000 -n 2 -o sim_d50_rep3 --prefix sim_d50_rep3
genome,propA,propB,distance
6259_5#12,0.0,0.0,9945
6259_5#13,0.0,0.0,9976
6259_5#18,0.0,0.0,10052
6259_5#20,0.0,0.0,10012
6259_5#24,0.5326177541540881,0.0,10083
6259_6#18,0.0,0.0,10187
6259_6#19,0.0,0.0,10031
6259_6#1,0.46738224584591204,1.0,50
6259_6#21,0.0,0.0,9856
6259_6#23,0.0,0.0,9857
6259_6#4,0.0,0.0,10030
6259_6#9,0.0,0.0,10059
6259_7#10,0.0,0.0,9961
6259_7#12,0.0,0.0,10058
6259_7#5,0.0,0.0,10135
6259_7#6,0.0,0.0,10053
6259_8#10,0.0,0.0,10075
6259_8#16,0.0,0.0,10023
6259_8#22,0.0,0.0,9828
6259_8#4,0.0,0.0,10066
6593_5#13,0.0,0.0,9924
6593_5#2,0.0,0.0,10030
6630_2#21,0.0,0.0,9998
6630_4#15,0.0,0.0,10045
6630_4#2,0.0,0.0,9982
6631_3#20,0.0,0.0,9889
6631_5#13,0.0,0.0,9911
6753_1#9,0.0,0.0,10075
