# simulation command: /data1/gerryt/tracm/scripts/tracm-sim.py -t 5 --genomes ./ref_genomes/6259_5#12.fasta ./ref_genomes/6259_5#13.fasta ./ref_genomes/6259_5#18.fasta ./ref_genomes/6259_5#20.fasta ./ref_genomes/6259_5#24.fasta ./ref_genomes/6259_6#18.fasta ./ref_genomes/6259_6#19.fasta ./ref_genomes/6259_6#1.fasta ./ref_genomes/6259_6#21.fasta ./ref_genomes/6259_6#23.fasta ./ref_genomes/6259_6#4.fasta ./ref_genomes/6259_6#9.fasta ./ref_genomes/6259_7#10.fasta ./ref_genomes/6259_7#12.fasta ./ref_genomes/6259_7#5.fasta ./ref_genomes/6259_7#6.fasta ./ref_genomes/6259_8#10.fasta ./ref_genomes/6259_8#16.fasta ./ref_genomes/6259_8#22.fasta ./ref_genomes/6259_8#4.fasta ./ref_genomes/6593_5#13.fasta ./ref_genomes/6593_5#2.fasta ./ref_genomes/6630_2#21.fasta ./ref_genomes/6630_4#15.fasta ./ref_genomes/6630_4#2.fasta ./ref_genomes/6631_3#20.fasta ./ref_genomes/6631_5#13.fasta ./ref_genomes/6753_1#9.fasta --tran-genome ./ref_genomes/6259_6#1.fasta -d 5 -b 10000 -n 2 -o sim_d5_rep3 --prefix sim_d5_rep3
genome,propA,propB,distance
6259_5#12,0.0,0.0,9822
6259_5#13,0.0,0.0,10054
6259_5#18,0.0,0.0,9843
6259_5#20,0.0,0.0,10076
6259_5#24,0.0,0.0,9952
6259_6#18,0.0,0.0,9933
6259_6#19,0.0,0.0,10020
6259_6#1,1.0,1.0,5
6259_6#21,0.0,0.0,9934
6259_6#23,0.0,0.0,10046
6259_6#4,0.0,0.0,9976
6259_6#9,0.0,0.0,10075
6259_7#10,0.0,0.0,9960
6259_7#12,0.0,0.0,9996
6259_7#5,0.0,0.0,9887
6259_7#6,0.0,0.0,10249
6259_8#10,0.0,0.0,9855
6259_8#16,0.0,0.0,9891
6259_8#22,0.0,0.0,10075
6259_8#4,0.0,0.0,9966
6593_5#13,0.0,0.0,9969
6593_5#2,0.0,0.0,9910
6630_2#21,0.0,0.0,10030
6630_4#15,0.0,0.0,9887
6630_4#2,0.0,0.0,10064
6631_3#20,0.0,0.0,9952
6631_5#13,0.0,0.0,9774
6753_1#9,0.0,0.0,9976
